Nombre,Autor,Editorial,ISBN,Precio,Fecha de lanzamiento,Formato,Páginas,Disponibilidad
RIRI WILLIAMS: IRONHEART 02. DIEZ ANILLOS,"Eve L. Ewing
,
 Kevin Libranda
,
 Luciano Vecchio",Panini Comics,9788413343389,"13,30 €",20/02/2020,Tapa blanda,136,En stock
LOBEZNO: ORÍGENES SALVAJES,"Ben Acker
,
 Ben Blacker
,
 Salva Espín",Panini Comics,9788413343945,"17,10 €",13/02/2020,Tapa dura,128,En stock
SPIDERWOMAN 01: ORIGEN (MARVEL LIMITED EDITION),Panini Comics,Panini Comics,9788416986736,"34,15 €",13/02/2020,Tapa dura,280,En stock
CAPITANA MARVEL 05: LIBERAD AL FLERKEN (Marvel saga 97),"David López
,
 Kelly Sue DeConnick
,
 Marcio Takara",Panini Comics,9788413343341,"19,00 €",13/02/2020,Tapa dura,200,Agotado
HULKA DE DAN SLOTT 03 (Marvel collection),"Dan Slott
,
 Rick Burchett
,
 Ty Templeton",Panini Comics,9788413343365,"28,50 €",13/02/2020,Tapa dura,320,En stock
MARVEL FACSÍMIL: MARVELS 0,"Alex Ross
,
 Kurt Busiek",Panini Comics,9788413343037,"4,28 €",30/01/2020,,32,Agotado
MARVEL FACSÍMIL: MARVELS 01,"Alex Ross
,
 Kurt Busiek",Panini Comics,9788413343044,"6,18 €",30/01/2020,,48,Agotado
HEROES RETURN: KA-ZAR. LA JUNGLA DE ASFALTO,"Andy Kubert
,
 Brian K. Vaughn
,
 Mark Waid
,
 Walter McDaniel",Panini Comics,9788413343013,"38,00 €",23/01/2020,Tapa dura,416,En stock
RUNAWAYS 04: PERO NO PUEDES ESCONDERTE,"Andrés Genolet
,
 Rainbow Rowell",Panini Comics,9788413342580,"17,10 €",23/01/2020,Tapa dura,136,Agotado
SHURI 02: UN AMIGO EN APUROS,"Nnedi Okorafor
,
 Paul Davidson
,
 Vita Ayala
,
 Rachael Stott",Panini Comics,9788413342566,"12,35 €",23/01/2020,Tapa blanda,112,En stock
LEYENDAS DE MARVEL: LA PATRULLA-X,"Bill Sienkiewicz
,
 Chris Claremont
,
 Larry Hama
,
 Sam Kieth",Panini Comics,9788413340005,"11,40 €",23/01/2020,Tapa blanda,104,Agotado
SPIDERMAN: SIMBIONTE 01. HUMO Y ESPEJOS,"Greg Land
,
 Peter David",Panini Comics,9788413342573,"12,35 €",23/01/2020,Tapa blanda,120,Agotado
LOBEZNO: EL FIN,"Claudio Castellini
,
 Paul Jenkins",Panini Comics,9788413342627,"19,00 €",23/01/2020,Tapa dura,152,En stock
LA IMPARABLE AVISPA: C.H.I.C.A. CONTRA I.M.A.,"Alti Firmansyah
,
 Gurihiru
,
 Jeremy Whitley",Panini Comics,9788413342542,"13,30 €",16/01/2020,Tapa blanda con solapas,128,Agotado
LA PATRULLA-X DE BRIAN MICHAEL BENDIS 06 (Marvel Now! Deluxe),"Brian Michael Bendis
,
 Mahmud Asrar
,
 Sara Pichelli
,
 Stuart Immonen",Panini Comics,9788413342535,"26,60 €",16/01/2020,Tapa dura,280,En stock
EL PODEROSO THOR 01: ¡LA SAGA DE THOR COMIENZA AQUÍ! (Marvel Gold Omnibus),"Jack Kirby
,
 Stan Lee",Panini Comics,9788413342528,"37,95 €",16/01/2020,Tapa dura,520,Agotado
ULTIMATE SPIDERMAN 05: LOS SEIS SINIESTROS (Ultimate Integral),"Brian Michael Bendis
,
 Joe Quesada
,
 Mark Bagley
,
 Trevor Hairsine",Panini Comics,9788413342559,"33,25 €",16/01/2020,Tapa dura,368,En stock
EL ASOMBROSO SPIDERMAN 42: SPIDERMAN SUPERIOR. EL MAL NECESARIO (Marvel Saga 95),"Dan Slott
,
 Giuseppe Camuncoli
,
 Ryan Stegman",Panini Comics,9788411017886,"16,63 €",09/01/2020,Tapa dura,128,En stock
LOS SKRULL: UNIDAD FAMILIAR,"Niko Henrichon
,
 Robbie Thompson",Panini Comics,9788413342177,"11,40 €",19/12/2019,Tapa blanda,112,En stock
COMANDANTE X: ¿QUIÉN ES COMANDANTE X?,"Brent Peeples
,
 Rob Liefeld",Panini Comics,9788413342184,"15,68 €",19/12/2019,Tapa blanda,168,En stock
X-23 Nº02: ASESINA-X,Mariko Tamaki,Panini Comics,9788413342160,"13,30 €",19/12/2019,Tapa blanda con solapas,136,Agotado
DAREDEVIL 25: EL FIN DE LOS DÍAS (Marvel Saga 94),"Bill Sienkiewicz
,
 Brian Michael Bendis
,
 David Mack",Panini Comics,9788413342153,"19,00 €",12/12/2019,Tapa dura,208,En stock
EL ASOMBROSO SPIDERMAN 41: SPIDERMAN SUPERIOR. SIN SALIDA (Marvel Saga 93),"Dan Slott
,
 Giuseppe Camuncoli
,
 Humberto Ramos",Panini Comics,9788413342146,"15,20 €",12/12/2019,Tapa dura,144,Agotado
50 AÑOS DE MARVEL EN ESPAÑA,Varios autores,Panini Comics,9788413342283,"19,00 €",12/12/2019,Tapa dura,144,Agotado
JESSICA JONES 05: LA HIJA PÚRPURA,"Kelly Thompson
,
 Mattia de Iulis",Panini Comics,9788413342122,"17,10 €",12/12/2019,Tapa dura,144,En stock
CONAN EL BÁRBARO 02: LA ETAPA MARVEL ORIGINAL (Marvel Omnibus),"John Buscema
,
 Neal Adams
,
 Rich Buckler
,
 Roy Thomas",Panini Comics,9788413341217,"47,45 €",12/12/2019,Tapa dura,856,En stock
MARVEL TEAM-UP DE CHRIS CLAREMONT Y JOHN BYRNE,"Chris Claremont
,
 John Byrne",Panini Comics,9788413342139,"24,70 €",12/12/2019,Tapa dura,264,En stock
LOS DEFENSORES: ORIGEN (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986712,"42,70 €",12/12/2019,Tapa dura,504,En stock
MARVEL COMICS 1000,Varios autores,Panini Comics,977000557700500001,"7,60 €",05/12/2019,Tapa blanda,96,Agotado
MARVEL EN LOS AÑOS 10: LEYENDAS Y LEGADO (DÉCADAS MARVEL),"Brian Michael Bendis
,
 Chris Samnee
,
 Jason Latour
,
 Kelly Sue DeConnick
,
 Kieron Gillen",Panini Comics,9788413340838,"23,75 €",28/11/2019,Tapa dura,248,En stock
HEROES RETURN: THUNDERBOLTS 01,"Kurt Busiek
,
 Mark Bagley",Panini Comics,9788413341859,"38,00 €",28/11/2019,Tapa dura,416,En stock
DOMINÓ 03: GUERRA FRÍA,"David Baldeón
,
 Gail Simone",Panini Comics,9788413340944,"11,40 €",21/11/2019,Tapa blanda con solapas,112,Agotado
EL PODEROSO THOR 06: ¡LA BATALLA A LAS PUERTAS DEL INFIERNO! (Marvel Gold Omnibus),"Gerry Conway
,
 John Buscema
,
 Rich Buckler
,
 Sal Buscema",Panini Comics,9788413341811,"42,70 €",21/11/2019,Tapa dura,680,En stock
ESTELA PLATEADA: PARÁBOLA (GRANDES TESOROS MARVEL),"Moebius
,
 Stan Lee",Panini Comics,9788491679035,"23,75 €",21/11/2019,Tapa dura,80,Agotado
LOS VENGADORES DE JONATHAN HICKMAN 05: ADAPTARSE O MORIR (Marvel Now! Deluxe),"Esad Ribic
,
 Jonathan Hickman
,
 Rags Morales
,
 Salvador Larroca
,
 Simone Bianchi",Panini Comics,9788413341842,"24,70 €",21/11/2019,Tapa dura,264,Agotado
MARVEL HÉROES 97: CABLE Y MASACRE 02,"Fabian Nicieza
,
 Reilly Brown
,
 Ron Lim",Panini Comics,9788413341828,"42,70 €",21/11/2019,Tapa dura,624,En stock
SPIDERGIRL 02: LAZOS DE FAMILIA (Marvel collection),"Patrick Olliffe
,
 Ron Frenz
,
 Tom DeFalco",Panini Comics,9788413341835,"30,88 €",21/11/2019,Tapa dura,360,En stock
CAMPEONES 01: VENCER AL DIABLO,"Jim Zub
,
 Steven Cummings",Panini Comics,9788413341224,"13,30 €",21/11/2019,Tapa blanda con solapas,136,Agotado
VENENO: MATANZA DESENCADENADO / REDENCIÓN,"Larry Hama
,
 Andrew Wildman
,
 Greg Luzniak
,
 John Calimee",Panini Comics,9788413341767,"30,40 €",14/11/2019,Tapa dura,312,Agotado
"CAPITANA MARVEL 04: MÁS ALTO, MÁS LEJOS, MÁS RÁPIDO (Marvel saga 91)","David López
,
 Kelly Sue DeConnick",Panini Comics,9788413341798,"15,20 €",14/11/2019,Tapa dura,144,En stock
MOTORISTA FANTASMA CÓSMICO: DESTRUYE LA HISTORIA DE MARVEL,"Gerardo Sandoval
,
 Nick Giovannetti
,
 Paul Scheer
,
 Todd Nauck",Panini Comics,9788413341279,"17,10 €",14/11/2019,Tapa dura,136,Agotado
ESTELA PLATEADA 02: TRIÁNGULO,"Joe Staton
,
 Marshall Rogers
,
 Steve Englehart",Panini Comics,9788413341781,"20,90 €",14/11/2019,Tapa dura,200,En stock
LA PATRULLA-X: LOS AÑOS PERDIDOS (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986705,"43,65 €",14/11/2019,Tapa dura,560,En stock
SPIDERMAN: PREMIO EISNER A LA MEJOR HISTORIA... Y OTROS GRANDES RELATOS ARÁCNIDOS,"Chip Zdarsky
,
 Roger Stern
,
 Tom Taylor",Panini Comics,9788413342115,"15,20 €",07/11/2019,Tapa dura,88,Agotado
STAN LEE VISITA EL UNIVERSO MARVEL,"Alan Davis
,
 Joss Whedon
,
 Olivier Coipel
,
 Stan Lee",Panini Comics,9788413341262,"28,50 €",24/10/2019,Tapa dura,240,Agotado
MARVEL EN LOS AÑOS 00: ACAPARANDO TITULARES (DÉCADAS MARVEL),"Andy Kubert
,
 Brian Michael Bendis
,
 Bryan Hitch
,
 Mark Bagley
,
 Mark Millar
,
 Paul Jenkins",Panini Comics,9788413341309,"22,80 €",24/10/2019,Tapa dura,232,En stock
ULTIMATE SPIDERMAN 04: VENENO (Ultimate Integral),"Brian Michael Bendis
,
 Mark Bagley",Panini Comics,9788413341200,"28,50 €",17/10/2019,Tapa dura,288,En stock
SOLDADO DE INVIERNO: SEGUNDAS OPORTUNIDADES,"Kyle Higgins
,
 Rod Reis",Panini Comics,9788413341248,"11,40 €",17/10/2019,Tapa blanda,112,En stock
LAS HISTORIAS JAMÁS CONTADAS DE LA PATRULLA-X 01 (Marvel gold),"Arthur Adams
,
 Chris Claremont
,
 John Bolton",Panini Comics,9788413341187,"37,95 €",17/10/2019,Tapa dura,504,En stock
SPIDERMAN / MASACRE: LA CRISIS DE LA DINASTÍA INFINITA DE LA TODAVÍA SECRETA INVASIÓN,"James Towe
,
 Matt Horak
,
 Robbie Thompson",Panini Comics,9788413341132,"12,83 €",17/10/2019,Tapa blanda con solapas,128,Agotado
THOR DE JASON AARON 02: EL MALDITO (Marvel Now! Deluxe),Ron Garney,Panini Comics,9788413341194,"30,40 €",17/10/2019,Tapa dura,312,En stock
INVASORES 01: FANTASMAS DE GUERRA,"Butch Guice
,
 Carlos Magno
,
 Chip Zdarsky",Panini Comics,9788413341231,"13,78 €",17/10/2019,Tapa blanda,144,En stock
DAREDEVIL 24: RENACIMIENTO (Marvel Saga 90),"Andy Diggle
,
 Davide Gianfelice",Panini Comics,9788413341170,"15,20 €",10/10/2019,Tapa dura,128,En stock
MOON GIRL Y DINOSAURIO DIABÓLICO 07: MAL SUEÑO,"Brandon Montclare
,
 Gustavo Duarte
,
 Natacha Bustos",Panini Comics,9788413341149,"16,15 €",10/10/2019,Tapa dura,120,Agotado
EL ASOMBROSO SPIDERMAN 40: SPIDERMAN SUPERIOR. MENTE PERTURBADORA (Marvel Saga 89),"Dan Slott
,
 Humberto Ramos
,
 Ryan Stegman",Panini Comics,9788413341163,"15,20 €",10/10/2019,Tapa dura,120,Agotado
EL ASOMBROSO SPIDERMAN: EL ALMA DEL CAZADOR,"J. M. DeMatteis
,
 Luke Ross
,
 Mike Zeck
,
 Shawn McManus",Panini Comics,9788413341156,"28,50 €",10/10/2019,Tapa dura,288,En stock
MARVEL EN LOS AÑOS 90: LA X-PLOSIÓN MUTANTE (DÉCADAS MARVEL),"Alan Davis
,
 Chris Bachalo
,
 Fabian Nicieza
,
 Joe Quesada
,
 Larry Hama
,
 Marc Silvestri
,
 Peter David
,
 Scott Lobdell",Panini Comics,9788413340982,"22,80 €",,Tapa dura,240,En stock
PECADO ORIGINAL: ¿QUIÉN A MATADO AL VIGILANTE? (Marvel now! deluxe),"Jason Aaron
,
 Mike Deodato",Panini Comics,9788413340920,"25,65 €",,Tapa dura,272,En stock
MARVEL KNIGHTS: 20 AÑOS,"Donny Cates
,
 Matthew Rosenberg
,
 Niko Henrichon
,
 Tini Howard
,
 Travel Foreman",Panini Comics,9788413340821,"15,20 €",,Tapa blanda,160,En stock
MARVEL TEAM-UP 01: ¡LA GUERRA DEL MAÑANA! (Marvel gold),"Gil Kane
,
 Jim Mooney
,
 Len Wein
,
 Ross Andru
,
 Roy Thomas
,
 Sal Buscema",Panini Comics,9788413340883,"37,95 €",,Tapa dura,504,En stock
MARVEL HÉROES 96: CAPITÁN AMÉRICA 02. EL CAPITÁN,"Mark Gruenwald
,
 Paul Neary",Panini Comics,9788413340890,"47,45 €",,Tapa dura,752,En stock
IRON MAN DE KIERON GILLEN 02: EL ORIGEN SECRETO DE TONY STARK (Marvel Now! Deluxe),"Dale Eaglesham
,
 Greg Land
,
 Kieron Gillen",Panini Comics,9788413340913,"25,65 €",,Tapa dura,272,En stock
MARVEL HALLOWEEN HORROR,"Alessandro Vitti
,
 Gerry Duggan
,
 Jen Soska
,
 Kevin Maguire
,
 Robbie Thompson
,
 Sylvia Soska",Panini Comics,9788413340951,"16,15 €",,Tapa dura,112,Agotado
VENENO: ORIGEN OSCURO,"Ángel Medina
,
 Zeb Wells",Panini Comics,9788413341699,"17,10 €",,Tapa dura,128,En stock
HEROES REBORN: EL REGRESO,"Charlie Adlard
,
 Chris Claremont
,
 Joe Casey
,
 Joe Kelly
,
 Mike McKone
,
 Peter David
,
 Salvador Larroca",Panini Comics,9788413340937,"28,50 €",,Tapa dura,288,En stock
KAOS Y LOBEZNO: FUSIÓN,"Jon J. Muth
,
 Louise Simonson
,
 Walter Simonson",Panini Comics,9788413342092,"21,85 €",,Tapa dura,224,En stock
KILLRAVEN: LA GUERRA DE LOS MUNDOS,Alan Davis,Panini Comics,9788413340845,"19,00 €",,Tapa dura,152,En stock
THOR: SIN PREVIO AVISO,"Mike Deodato
,
 William Messner-Loebs",Panini Comics,9788413340852,"19,95 €",,Tapa dura,176,En stock
MÍSTICA 02: QUIETUD (Marvel collection),"Manuel García
,
 Sean McKeever",Panini Comics,9788413340906,"28,50 €",,Tapa dura,272,En stock
CAPITANA MARVEL 03: EL ENEMIGO INTERIOR (Marvel saga 87),"Filipe Andrade
,
 Kelly Sue DeConnick
,
 Matteo Buffagni
,
 Scott Hepburn",Panini Comics,9788413340869,"19,00 €",,Tapa dura,200,En stock
LA SALVAJE HULKA 01: LA SAGA COMIENZA (MARVEL LIMITED EDITION),"John Buscema
,
 Stan Lee
,
 Varios autores
,
 Mike Vosburg",Panini Comics,9788416986668,"37,95 €",,Tapa dura,328,En stock
EL PRISIONERO. ART EDITION (MARVEL LIMITED EDITION),"Gil Kane
,
 Jack Kirby",Panini Comics,9788416986538,"23,70 €",29/08/2019,Tapa dura,72,En stock
MARVEL EN LOS AÑOS 80: EVOLUCIONES INCREÍBLES (DÉCADAS MARVEL),"Al Milgrom
,
 Chris Claremont
,
 Dennis O'Neil
,
 John Byrne
,
 Luke McDonnell
,
 Paul Smith
,
 Ron Frenz
,
 Tom DeFalco
,
 Walter Simonson",Panini Comics,9788413340685,"22,80 €",22/08/2019,Tapa dura,240,Agotado
"DAREDEVIL, EL HOMBRE SIN MIEDO 17: HOMBRE SIN MIEDO","Danilo Beyruth
,
 Jed Mackay",Panini Comics,9788413340579,"11,88 €",22/08/2019,Tapa blanda con solapas,120,Agotado
RIRI WILLIAMS: IRONHEART 01. AQUELLOS QUE SEAN VALIENTES,"Eve L. Ewing
,
 Kevin Libranda
,
 Luciano Vecchio",Panini Comics,9788413340562,"13,78 €",22/08/2019,Tapa blanda,144,En stock
"JOVENES VENGADORES, DE GILLEN Y MCKELVIE (Marvel Now! Deluxe)","Jamie McKelvie
,
 Kieron Gillen",Panini Comics,9788413340647,"33,25 €",22/08/2019,Tapa dura,360,En stock
RUNAWAYS 03: ESO FUE AYER,"David Lafuente
,
 Kris Anka
,
 Rainbow Rowell",Panini Comics,9788413340128,"17,10 €",22/08/2019,Tapa dura,136,Agotado
ULTIMATE X-MEN 02: GIRA MUNDIAL (Ultimate Integral),"Adam Kubert
,
 Chris Bachalo
,
 Mark Millar",Panini Comics,9788413340654,"33,25 €",22/08/2019,Tapa dura,344,En stock
EL ASOMBROSO SPIDERMAN 39: SPIDERMAN SUPERIOR. MI PEOR ENEMIGO (Marvel Saga 86),Dan Slott,"Panini Comics
,
 Ryan Stegman",9788413340630,"15,20 €",14/08/2019,Tapa dura,128,En stock
JESSICA JONES 04: PUNTO CIEGO,"Kelly Thompson
,
 Mattia de Iulis",Panini Comics,9788413340593,"17,10 €",14/08/2019,Tapa dura,144,Agotado
CAPITÁN AMÉRICA: EL HOMBRE SIN PATRIA,"Mark Waid
,
 Ron Garney",Panini Comics,9788413340616,"19,00 €",14/08/2019,Tapa dura,160,En stock
LA ORDEN NEGRA: LOS MAESTROS DE LA GUERRA DE THANOS,"Derek Landy
,
 Philip Tan",Panini Comics,9788413340074,"11,40 €",14/08/2019,Tapa blanda,112,Agotado
CAPITANA MARVEL 02: AMANECER (Marvel saga 85),"Christopher Sebela
,
 Dexter Soy
,
 Filipe Andrade
,
 Kelly Sue DeConnick",Panini Comics,9788413340623,"15,20 €",14/08/2019,Tapa dura,144,En stock
VENENO: NOCHES DE VENGANZA / GUERRA DE SIMBIONTES,"Howard Mackie
,
 Ron Lim
,
 Ron Randall",Panini Comics,9788413340609,"20,90 €",14/08/2019,Tapa dura,208,En stock
LOS DEFENSORES: LA MEJOR DEFENSA,"Al Ewing
,
 Carlos Magno
,
 Gerry Duggan
,
 Greg Smallwood
,
 Jason Latour
,
 Joe Bennett
,
 Simone Di Meo",Panini Comics,9788491679516,"15,68 €",14/08/2019,Tapa blanda,168,En stock
ESPÍRITUS DE VENGANZA: LA LLEGADA DE LOS HIJOS DE LA MEDIANOCHE (MARVEL LIMITED EDITION),"Adam Kubert
,
 Andy Kubert
,
 Howard Mackie
,
 Len Kaminski
,
 Ron Garney
,
 Ron Wagner
,
 Varios autores",Panini Comics,9788416986651,"41,75 €",08/08/2019,Tapa dura,432,En stock
MARVEL EN LOS AÑOS 70: LA LEGIÓN DE LOS MONSTRUOS (DÉCADAS MARVEL),"Dave Cockrum
,
 Doug Moench
,
 Gerry Conway
,
 Marv Wolfman
,
 Roy Thomas
,
 Val Mayerik",Panini Comics,9788413340135,"22,80 €",25/07/2019,Tapa dura,240,Agotado
VENENO: PRIMER HUÉSPED,"Mark Bagley
,
 Mike Costa",Panini Comics,9788413340081,"11,40 €",25/07/2019,Tapa blanda,112,En stock
ESTRELLA ROTA: LA ESTRELLA DEL REALITY,"Gerardo Sandoval
,
 Tim Seeley
,
 Carlos Villa",Panini Comics,9788491679905,"11,88 €",18/07/2019,Tapa blanda,120,Agotado
HOMBRE DE HIELO 03: ASOMBROSOS AMIGOS,"Nathan Stockman
,
 Sina Grace",Panini Comics,9788491679929,"14,25 €",18/07/2019,Tapa blanda con solapas,152,Agotado
MARVEL HÉROES 95: EL ASOMBROSO SPIDERMAN. EL SUPERHÉROE CÓSMICO NO MUTANTE,"David Michelinie
,
 Erik Larsen
,
 Todd McFarlane",Panini Comics,9788413340029,"39,90 €",18/07/2019,Tapa dura,528,Agotado
MS. MARVEL 01: FUERA DE LO NORMAL (Marvel omnibus),"Adrian Alphona
,
 Dan Slott
,
 G. Willow Wilson
,
 Giuseppe Camuncoli
,
 Humberto Ramos
,
 Mark Waid",Panini Comics,9788413340043,"28,50 €",18/07/2019,Tapa dura,272,En stock
KILLRAVEN (MARVEL LIMITED EDITION),"Don McGregor
,
 P. Craig Russell",Panini Comics,9788416986637,"43,65 €",18/07/2019,Tapa dura,512,Agotado
MARVEL RISING,Devin Grayson,Panini Comics,9788491679912,"16,15 €",18/07/2019,Tapa blanda con solapas,176,Agotado
DAREDEVIL 23: TIERRA DE SOMBRAS (Marvel Saga 84),"Andy Diggle
,
 Billy Tan
,
 Roberto de la Torre",Panini Comics,9788491679967,"23,75 €",11/07/2019,Tapa dura,272,Agotado
THOR: EL MOTOR DEL MUNDO,"Mike Deodato
,
 Warren Ellis
,
 William Messner-Loebs",Panini Comics,9788491679936,"17,10 €",11/07/2019,Tapa dura,136,En stock
LA COSA: LA SAGA DEL PROYECTO PEGASO,"George Pérez
,
 John Byrne
,
 Mark Gruenwald
,
 Sal Buscema",Panini Comics,9788491679943,"20,90 €",11/07/2019,Tapa dura,200,En stock
CAPITANA MARVEL 01: LA HEROÍNA MÁS PODEROSA DE LA TIERRA (Marvel saga 83),"Dexter Soy
,
 Emma Rios
,
 Kelly Sue DeConnick",Panini Comics,9788491679950,"18,05 €",11/07/2019,Tapa dura,192,Agotado
INVESTIGACIONES FACTOR-X 02: PROBLEMAS MÚLTIPLES (Marvel collection),"Khoi Pham
,
 Pablo Raimondi
,
 Peter David",Panini Comics,9788413340036,"28,50 €",11/07/2019,Tapa dura,296,En stock
HEROES REBORN: CAPITÁN AMÉRICA,"James Robinson
,
 Jeph Loeb
,
 Rob Liefeld",Panini Comics,9788413340050,"30,88 €",11/07/2019,Tapa dura,360,En stock
MARVEL FIRST LEVEL 19: ULTIMATE SPIDER-MAN. GUERREROS ARAÑA,Joe Caramagna,Panini Comics,9788491679974,"9,49 €",04/07/2019,Tapa dura,72,Agotado
MARVEL EN LOS AÑOS 60: SPIDERMAN EN EL UNIVERSO MARVEL (DÉCADAS MARVEL),"Don Heck
,
 Gene Colan
,
 Jack Kirby
,
 John Romita
,
 Roy Thomas
,
 Stan Lee
,
 Steve Ditko",Panini Comics,9788491679110,"23,75 €",27/06/2019,Tapa dura,256,En stock
LOS EXILIADOS 02:  EL JUICIO DE LOS EXILIADOS,"Javier Rodriguez
,
 Saladin Ahmed",Panini Comics,9788491679417,"15,68 €",20/06/2019,Tapa dura,168,Agotado
LA IMPOSIBLE PATRULLA-X 06 (Marvel gold omnibus),"Arthur Adams
,
 Chris Claremont
,
 John Romita Jr.
,
 Paul Smith",Panini Comics,9788491679509,"45,55 €",20/06/2019,Tapa dura,784,En stock
ULTIMATE SPIDERMAN 03: ULTIMATE MARVEL TEAM-UP (Ultimate Integral),"Bill Sienkiewicz
,
 Brian Michael Bendis
,
 Matt Wagner
,
 Phil Hester",Panini Comics,9788491679561,"42,75 €",20/06/2019,Tapa dura,480,Agotado
MASACRE: AGENTE SECRETO,"Chris Hastings
,
 Salva Espín",Panini Comics,9788491678588,"14,25 €",20/06/2019,Tapa blanda,152,Agotado
"DAREDEVIL, EL HOMBRE SIN MIEDO 16: LA MUERTE DE DAREDEVIL","Charles Soule
,
 Phil Noto",Panini Comics,9788491679431,"16,15 €",20/06/2019,Tapa blanda con solapas,176,Agotado
SHURI 01: EN BUSCA DE PANTERA NEGRA,"Leonardo Romero
,
 Nnedi Okorafor",Panini Comics,9788491679882,"11,40 €",20/06/2019,Tapa blanda,112,En stock
DOMINÓ 02: SOLDADO DE FORTUNA,"David Baldeón
,
 Gail Simone",Panini Comics,9788491679424,"13,30 €",20/06/2019,Tapa blanda con solapas,136,Agotado
PANTERA NEGRA DE HUDLIN 02: LA NOVIA DE LA PANTERA (Marvel collection),"Manuel García
,
 Reginald Hudlin
,
 Scott Eaton",Panini Comics,9788491679523,"28,50 €",20/06/2019,Tapa dura,312,En stock
LOS VENGADORES DE JONATHAN HICKMAN 04: INFINITO SEGUNDA PARTE (Marvel Now! Deluxe),"Dustin Weaver
,
 Jerome Opeña
,
 Jim Cheung
,
 Jonathan Hickman",Panini Comics,9788491679554,"23,75 €",20/06/2019,Tapa dura,248,En stock
MASACRE DE GERRY DUGGAN 01: PRESIDENTES MUERTOS (Marvel omnibus),"Brian Posehn
,
 Gerry Duggan
,
 Mike Hawthorne
,
 Scott Koblish
,
 Tony Moore",Panini Comics,9788491679547,"33,25 €",20/06/2019,Tapa dura,328,En stock
SPIDERMAN / MASACRE: DE VIAJE,"Matt Horak
,
 Nick Roche
,
 Robbie Thompson
,
 James Towe",Panini Comics,9788491679868,"13,30 €",20/06/2019,Tapa blanda,136,Agotado
EL INMORTAL PUÑO DE HIERRO 06: ARMAS INMORTALES (Marvel Saga 82),"Cullen Bunn
,
 Dan Brereton
,
 Jason Aaron",Panini Comics,9788491679479,"19,00 €",13/06/2019,Tapa dura,200,Agotado
THANOS: EL DIOS QUE NO ESCUCHA,"Ibán Coello
,
 Paco Díaz
,
 Rob Williams",Panini Comics,9788491679530,"15,20 €",13/06/2019,Tapa dura,96,En stock
THOR: ORIGEN,"Matthew Sturges
,
 Pepe Larraz",Panini Comics,9788491679448,"16,15 €",13/06/2019,Tapa dura,120,Agotado
WHAT IF ORIGENES (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788416986620,"42,70 €",13/06/2019,Tapa dura,448,Agotado
EL ASOMBROSO SPIDERMAN 38: EL ÚLTIMO DESEO (Marvel Saga 81),"Dan Slott
,
 Giuseppe Camuncoli
,
 Humberto Ramos",Panini Comics,9788491679462,"21,85 €",13/06/2019,Tapa dura,248,Agotado
ESTELA PLATEADA 01: LIBERTAD,"John Byrne
,
 Marshall Rogers
,
 Stan Lee
,
 Steve Englehart",Panini Comics,9788413340098,"23,75 €",13/06/2019,Tapa dura,248,En stock
SPIDERMAN VS MYSTERIO,Stan Lee,Panini Comics,9788491679820,"20,90 €",13/06/2019,Tapa dura,200,En stock
CAPITÁN AMÉRICA: OPERACIÓN RENACIMIENTO,"Mark Waid
,
 Ron Garney",Panini Comics,9788491679455,"17,10 €",13/06/2019,Tapa dura,144,En stock
MARVEL FIRST LEVEL 17: ULTIMATE SPIDER-MAN. EL EQUIPO DE MIS SUEÑOS,"Brian Clevinger
,
 Chris Eliopoulos
,
 Ramón Bachs
,
 Tom DeFalco
,
 Ty Templeton",Panini Comics,9788491679486,"9,49 €",06/06/2019,Tapa dura,72,Agotado
MARVEL FIRST LEVEL 18: LOS 4 FANTÁSTICOS. PRISIONEROS DEL DOCTOR MUERTE,"Mark Sumerak
,
 Sean McKeever
,
 Allen Martinez",Panini Comics,9788491679493,"9,49 €",06/06/2019,Tapa dura,72,Agotado
THANOS: EL CONFLICTO DEL INFINITO (MARVEL GRAPHIC NOVEL),"Alan Davis
,
 Jim Starlin",Panini Comics,9788491678816,"16,15 €",16/05/2019,Tapa dura,112,En stock
THANOS: LA PRIMERA NUEVA TRILOGIA (Marvel Integral),"Alan Davis
,
 Jim Starlin
,
 Ron Lim",Panini Comics,9788491679097,"38,00 €",16/05/2019,Tapa dura,408,Agotado
GUARDIANES DE LA GALAXIA DE BRIAN M. BENDIS 02: PLANETA DE SIMBIONTES (Marvel Now! deluxe),"Arthur Adams
,
 Brian Michael Bendis
,
 Nick Bradshaw",Panini Comics,9788491679073,"33,25 €",16/05/2019,Tapa dura,352,En stock
LA PATRULLA-X DE BRIAN MICHAEL BENDIS 05: CONTRA S.H.I.E.L.D. (Marvel Now! Deluxe),"Andrea Sorrentino
,
 Brian Michael Bendis
,
 Chris Bachalo
,
 Kris Anka",Panini Comics,9788491679080,"28,50 €",16/05/2019,Tapa dura,304,En stock
SECRET WAR (Marvel Integral),"Brian Michael Bendis
,
 Gabrielle Dell’Otto",Panini Comics,9788413346502,"24,70 €",16/05/2019,Tapa dura,264,En stock
MASACRE: ASESINO,"Cullen Bunn
,
 Mark Bagley",Panini Comics,9788491678922,"13,78 €",16/05/2019,Tapa blanda,144,Agotado
