Nombre,Autor,Editorial,ISBN,Precio,Fecha de lanzamiento,Formato,Páginas,Disponibilidad
MERODEADORES 08 (33),"Eleonora Carlini
,
 Steve Orlando",Panini Comics,977000558900800033,"3,61 €",02/03/2023,Grapa,32,En stock
MILES MORALES: SPIDER-MAN 24,"Saladin Ahmed
,
 Christopher Allen",Panini Comics,977000555000800024,"3,61 €",02/03/2023,Grapa,32,En stock
INMORTAL PATRULLA-X 09,"Al Ewing
,
 Kieron Gillen
,
 Madibek Musabekov
,
 Michele Bandini",Panini Comics,977000563800300009,"6,18 €",02/03/2023,Grapa,56,En stock
MASACRE 01 (56),"Alyssa Wong
,
 Martin Coccolo",Panini Comics,977000550000300056,"4,37 €",02/03/2023,Grapa,40,En stock
ACADEMIA EXTRAÑO: EXÁMENES FINALES 01 / 11,"Humberto Ramos
,
 Skottie Young",Panini Comics,977000559900700011,"5,23 €",02/03/2023,Grapa,48,En stock
VENGADORES 47 (148),"Ivan Fiorelli
,
 James Towe
,
 Jason Aaron",Panini Comics,977000543600500148,"5,23 €",02/03/2023,Grapa,48,En stock
SALVAJES VENGADORES 07 (35) (Serie mensual),"Carlos Magno
,
 David Pepose",Panini Comics,977000557600800035,"3,14 €",02/03/2023,Grapa,24,En stock
X-FORCE 30 (36) (Serie mensual),"Benjamin Percy
,
 Robert Gill",Panini Comics,977000555400600036,"3,14 €",02/03/2023,Grapa,24,En stock
INVENCIBLE IRON MAN 05: LA BÚSQUEDA DE TONY STARK (Marvel Now! Deluxe),"Brian Michael Bendis
,
 Stefano Caselli",Panini Comics,9788411502290,"26,13 €",24/02/2023,Tapa dura,224,En stock
LOS NUEVOS VENGADORES 10: REINADO OSCURO (Marvel Must-Have),"Alex Maleev
,
 Billy Tan
,
 Brian Michael Bendis",Panini Comics,9788411502733,"19,00 €",16/02/2023,Tapa dura,144,En stock
LOS VENGADORES: LA ERA DE ULTRÓN (Marvel Must-Have),"George Pérez
,
 Kurt Busiek",Panini Comics,9788411500593,"19,00 €",16/02/2023,Tapa dura,296,En stock
LOBEZNO 01 (Marvel Gold),Panini Comics,Panini Comics,9788411502122,"47,45 €",16/02/2023,Tapa dura,520,En stock
LA IMPOSIBLE PATRULLA-X 01: EL FIN DE LA HISTORIA (Marvel Must-Have),Panini Comics,Panini Comics,9788411502351,"19,00 €",16/02/2023,Tapa dura,160,En stock
EL ESPECTACULAR SPIDERMAN 02: CUENTA ATRÁS (Marvel Saga),"Humberto Ramos
,
 Paul Jenkins",Panini Comics,9788411502177,"18,05 €",16/02/2023,Tapa dura,136,En stock
HOMBRE HORMIGA: SIEMPRE HOMBRE HORMIGA,"Al Ewing
,
 Tom Reilly",Panini Comics,9788411501699,"14,73 €",09/02/2023,Tapa blanda,120,En stock
EL ASOMBROSO SPIDERMAN 02:HASTA QUE LAS ESTRELLAS SE CONGELEN (MARVEL SAGA TAPA BLANDA),"J. Michael Straczynski
,
 John Romita Jr.",Panini Comics,9788411502313,"15,68 €",09/02/2023,Tapa blanda,216,En stock
AMANECER DE X 06 (Marvel premiere),"Ed Brisson
,
 Matteo Buffagni
,
 Stephen Segovia
,
 Varios autores",Panini Comics,9788411502412,"14,73 €",09/02/2023,Tapa blanda,168,En stock
EL HOMBRE SUBMARINO: LAS PROFUNDIDADES (Marvel Must-Have),"Esad Ribic
,
 Peter Milligan",Panini Comics,9788411019699,"17,10 €",09/02/2023,Tapa dura,136,En stock
LOS 4 FANTÁSTICOS 05: PUNTO DE ORIGEN (Marvel Premiere),"Dan Slott
,
 Gerry Duggan
,
 Mike Carey
,
 Stefano Caselli",Panini Comics,9788411502399,"12,35 €",09/02/2023,Tapa blanda,160,En stock
PUÑO DE HIERRO 01: LOS FRAGMENTOS DE LA ESPADA SAGRADA,"Alyssa Wong
,
 Michael Yg",Panini Comics,9788411018784,"13,30 €",09/02/2023,Tapa blanda,120,En stock
EL INVENCIBLE IRON MAN 01: 1963 (Biblioteca marvel),"Don Heck
,
 Jack Kirby
,
 Stan Lee
,
 Steve Ditko",Panini Comics,9788411502085,"11,40 €",09/02/2023,Tapa blanda con solapas,160,En stock
EL PODEROSO THOR 02: 1963-64 (Biblioteca Marvel),"Don Heck
,
 Jack Kirby
,
 Joe Sinnott
,
 Stan Lee
,
 Robert Bernstein",Panini Comics,9788411502108,"11,40 €",09/02/2023,Tapa blanda con solapas,144,En stock
V.X.E.: ETERNOS,"Kieron Gillen
,
 Pasqual Ferry",Panini Comics,977000565100200004,"3,14 €",02/02/2023,Grapa,24,En stock
V.X.E.: PUÑO DE HIERRO Y ZORRO ESTELAR,"Alyssa Wong
,
 Daniele Di Nicuolo
,
 Kieron Gillen
,
 Michael Yg",Panini Comics,977000565100200003,"7,22 €",02/02/2023,Grapa,64,Agotado
V.X.E.: PATRULLA-X,"Francesco Mobili
,
 Kieron Gillen",Panini Comics,977000565100200002,"3,14 €",02/02/2023,Grapa,24,En stock
JANE FOSTER Y EL PODEROSO THOR 03 (de 03),"Michael Dowling
,
 Torunn Gronbekk",Panini Comics,977000557900900017,"5,23 €",02/02/2023,Grapa,48,En stock
MOTORISTA FANTASMA 05 (11),"Benjamin Percy
,
 Juan José Ryp",Panini Comics,977000559400200011,"3,61 €",02/02/2023,Grapa,32,En stock
MERODEADORES 07 (32),"Eleonora Carlini
,
 Steve Orlando",Panini Comics,977000558900800032,"3,61 €",02/02/2023,Grapa,32,En stock
LOS CUATRO FANTÁSTICOS 50,"David Pepose
,
 Juann Cabal",Panini Comics,977000554300000050,"3,14 €",02/02/2023,Grapa,24,En stock
HULK 10 (125),"Donny Cates
,
 Ryan Ottley",Panini Comics,977000546200400125,"3,14 €",02/02/2023,Grapa,24,En stock
THANOS: DEATH NOTES,"Andrea Di Vito
,
 Christopher Cantwell
,
 J. Michael Straczynski
,
 Kyle Starks
,
 Ron Lim
,
 Torunn Gronbekk
,
 Travel Foreman",Panini Comics,977000565500000001,"4,37 €",02/02/2023,Grapa,40,En stock
MILES MORALES: SPIDER-MAN 23,"Saladin Ahmed
,
 Christopher Allen",Panini Comics,977000555000800023,"6,18 €",02/02/2023,Grapa,56,En stock
DEFENSORES MÁS ALLÁ 05 (de 05),"Al Ewing
,
 Javier Rodriguez",Panini Comics,977000564600800005,"3,14 €",02/02/2023,Grapa,24,Agotado
SPIDERMAN 01,"Dan Slott
,
 Mark Bagley",Panini Comics,977000565300600001,"3,61 €",02/02/2023,Grapa,32,En stock
ETERNOS 18,"Guiu Vilanova
,
 Kieron Gillen",Panini Comics,977000561600100018,"3,14 €",02/02/2023,Grapa,24,En stock
EL DIARIO DE GUERRA DEL CASTIGADOR: HERMANO,"Rafael Pimentel
,
 Torunn Gronbekk",Panini Comics,977000565400300001,"3,61 €",02/02/2023,Grapa,32,En stock
V.X.E: EL DÍA DEL JUICIO 04,"Guiu Vilanova
,
 Kieron Gillen
,
 Valerio Schiti",Panini Comics,977000564700500004,"7,22 €",02/02/2023,Grapa,64,En stock
PATRULLA-X. CISMA (Marvel Must-Have),"Adam Kubert
,
 Alan Davis
,
 Carlos Pacheco
,
 Daniel Acuña
,
 Frank Cho
,
 Jason Aaron",Panini Comics,9788411019682,"17,10 €",26/01/2023,Tapa dura,184,En stock
EL ESPECTACULAR SPIDERMAN 01 (Marvel Saga),"Humberto Ramos
,
 Paul Jenkins",Panini Comics,9788411501644,"15,68 €",26/01/2023,Tapa dura,136,En stock
ULTIMATES DE AL EWING 01 (Marvel Now! Deluxe),"Al Ewing
,
 Christian Ward
,
 Kenneth Rocafort",Panini Comics,9788411501743,"33,25 €",26/01/2023,Tapa dura,280,En stock
MOON GIRL. ESPECIE EN PELIGRO (Marvel Action),"David Cutler
,
 Diogenes Neves
,
 Mohale Mashigo",Panini Comics,9788411501170,"12,30 €",26/01/2023,Tapa dura,104,En stock
HEROES RETURN: LOS VENGADORES 03: NUEVO ORDEN,"Carlos Pacheco
,
 George Pérez
,
 Kurt Busiek",Panini Comics,9788411501248,"47,50 €",26/01/2023,Tapa dura,448,En stock
CABALLERO LUNA 05: RUMBO AL SUR (Marvel Saga),"Jefte Palo
,
 Mike Benson",Panini Comics,9788411501651,"18,05 €",26/01/2023,Tapa dura,128,En stock
LEGIÓN DE X 01: HAZ CUANTO DESEES,"Jan Bazaldua
,
 Simon Spurrier",Panini Comics,9788411501156,"14,25 €",19/01/2023,Tapa blanda,136,En stock
ULTIMATE SPIDERMAN 09: MASACRE(Ultimate Integral),"Brian Michael Bendis
,
 Mark Bagley
,
 Mark Brooks",Panini Comics,9788411501729,"39,90 €",19/01/2023,Tapa dura,352,En stock
IRON MAN DE FRACTION Y LARROCA 01,"Matt Fraction
,
 Salvador Larroca",Panini Comics,9788411501217,"52,25 €",19/01/2023,Tapa dura,504,En stock
VENGADORES OSCUROS 01: REUNIÓN (Marvel Must-have),"Billy Tan
,
 Brian Michael Bendis
,
 Mike Deodato Jr.",Panini Comics,9788411501804,"19,00 €",19/01/2023,Tapa dura,184,En stock
LA INCREÍBLE PATRULLA-X 01: EL DON (Marvel Must-Have),"John Cassaday
,
 Joss Whedon",Panini Comics,9788411501811,"23,75 €",19/01/2023,Tapa dura,312,En stock
SIEMPRE VENGADORES (Marvel Must-Have),"Carlos Pacheco
,
 Kurt Busiek",Panini Comics,9788411018852,"22,80 €",13/01/2023,Tapa dura,312,En stock
"LOS X-CELENTES: SAVIA NUEVA, NUEVO MUNDO","Laura Allred
,
 Michael Allred
,
 Peter Milligan",Panini Comics,9788411501132,"16,63 €",13/01/2023,Tapa blanda,152,En stock
"NICK FURIA, AGENTE DE SHIELD (MARVEL LIMITED EDITION)",Varios autores,Panini Comics,9788418814143,"37,95 €",12/01/2023,Tapa dura,120,En stock
EL PODEROSO THOR 01: 1962-63 (Biblioteca Marvel),"Al Hartley
,
 Jack Kirby
,
 Larry Lieber
,
 Stan Lee
,
 Joe Sinnott",Panini Comics,9788411501583,"11,40 €",12/01/2023,Tapa blanda con solapas,160,En stock
AMANECER DE X 05 (Marvel premiere),"Gerry Duggan
,
 Marcus To
,
 R. B. Silva
,
 Rod Reis
,
 Szymon Kudranski
,
 Tini Howard
,
 Varios autores",Panini Comics,9788411501859,"14,73 €",12/01/2023,Tapa blanda,168,En stock
LOS CUATRO FANTÁSTICOS 03: 1963 (Biblioteca Marvel),"Jack Kirby
,
 Stan Lee",Panini Comics,9788411502092,"11,40 €",12/01/2023,Tapa blanda con solapas,160,En stock
LOS CUATRO FANTÁSTICOS 02: 1962-63 (Biblioteca Marvel),"Jack Kirby
,
 Stan Lee",Panini Comics,9788411501606,"11,40 €",12/01/2023,Tapa blanda con solapas,160,En stock
DAREDEVIL 05: VERDAD O ATREVIMIENTO (Marvel Premiere),"Chip Zdarsky
,
 Manuel García
,
 Marco Checchetto",Panini Comics,9788411501835,"12,35 €",12/01/2023,Tapa blanda,144,En stock
EL ASOMBROSO SPIDERMAN 01: VUELTA A CASA (MARVEL SAGA TAPA BLANDA),"J. Michael Straczynski
,
 John Romita Jr.",Panini Comics,9788411501750,"15,68 €",12/01/2023,Tapa blanda,208,Agotado
CAPITÁN MARVEL 01: ¡DESENCADENADO! (MARVEL LIMITED EDITION),Varios autores,Panini Comics,9788418814235,"45,55 €",12/01/2023,Tapa dura,456,En stock
EL ASOMBROSO SPIDERMAN 01: 1962-63 (Biblioteca Marvel),"Jack Kirby
,
 Stan Lee
,
 Steve Ditko",Panini Comics,9788411501590,"11,40 €",12/01/2023,Tapa blanda con solapas,160,En stock
LOS VENGADORES 05: EL DESAFÍO DE LOS MOTORISTAS FANTASMA (Marvel Premiere),"Felipe Smith
,
 Jason Aaron
,
 Stefano Caselli
,
 Tradd Moore",Panini Comics,9788411501842,"10,45 €",12/01/2023,Tapa blanda,112,En stock
GUÍA PARA LECTORES DEL UNIVERSO MARVEL,Varios autores,Panini Comics,9788411501118,"7,55 €",29/12/2022,Tapa blanda,264,En stock
EL INCREIBLE HULK 01: 1962-63 (Biblioteca Marvel),"Jack Kirby
,
 Stan Lee
,
 Steve Ditko",Panini Comics,9788411501071,"11,40 €",29/12/2022,Tapa blanda con solapas,176,En stock
LOS CUATRO FANTÁSTICOS 01: 1961-62 (Biblioteca Marvel),"Jack Kirby
,
 Stan Lee",Panini Comics,9788411501064,"11,40 €",29/12/2022,Tapa blanda con solapas,160,En stock
ESTELA PLATEADA 03: PESOS PESADOS,"Joe Staton
,
 Moebius
,
 Ron Lim
,
 Stan Lee
,
 Steve Englehart",Panini Comics,9788411014502,"31,35 €",22/12/2022,Tapa dura,296,En stock
SECRET WARS (Edición integral) (Marvel Now! Deluxe),"Esad Ribic
,
 Ive Svorcina
,
 Jonathan Hickman",Panini Comics,9788411501569,"39,90 €",22/12/2022,Tapa dura,352,En stock
EL INMORTAL HULK 06: CREEMOS EN BRUCE BANNER (Marvel premiere),"Al Ewing
,
 Joe Bennett",Panini Comics,9788411501231,"11,88 €",15/12/2022,Tapa dura,120,En stock
MATANZA 01: EN LA CORTE CARMESÍ,"Edgar Salazar
,
 Francesco Manna
,
 Phillip Kennedy Johnson
,
 Ram V",Panini Comics,9788411500579,"17,10 €",15/12/2022,Tapa blanda,160,En stock
"MASACRE: EL BUENO, EL FEO Y EL MALO (Marvel Must-Have)","Brian Posehn
,
 Declan Shalvey
,
 Gerry Duggan",Panini Comics,9788411018098,"17,10 €",15/12/2022,Tapa dura,168,En stock
LOS NUEVOS VENGADORES 09: INVASIÓN SECRETA (Marvel Must-Have),"Brian Michael Bendis
,
 Brian Reed
,
 Jim Cheung",Panini Comics,9788411501200,"19,00 €",15/12/2022,Tapa dura,216,En stock
"CABALLERO LUNA: BLANCO, NEGRO Y SANGRE","Chris Bachalo
,
 Jonathan Hickman
,
 Jorge Fornés
,
 Marc Guggenheim
,
 Murewa Ayodele
,
 Dotun Akande",Panini Comics,9788411017350,"22,80 €",15/12/2022,Tapa blanda,136,En stock
SPIDERMAN: LA SUERTE DE ESTAR VIVO (Marvel Must-Have),"Dan Slott
,
 Humberto Ramos",Panini Comics,9788411018845,"17,10 €",15/12/2022,Tapa dura,160,En stock
X-STATIX (Marvel Omnibus),"Mike Allred
,
 Peter Milligan",Panini Comics,9788411018111,"47,45 €",07/12/2022,Tapa dura,480,En stock
ANIQUILADORES: CAÍDA A TIERRA (ANIQUILACIÓN SAGA 28),"Andy Lanning
,
 Dan Abnett
,
 Tan Eng Huat
,
 Timothy Green II",Panini Comics,9788411501057,"19,00 €",01/12/2022,Tapa dura,120,Agotado
DAREDEVIL DE MARK WAID 06: RABIA CIEGA (Marvel Saga),"Chris Samnee
,
 Mark Waid",Panini Comics,9788411501095,"17,10 €",01/12/2022,Tapa dura,120,En stock
AMAZING FANTASY PRESENTA: SPIDERMAN 1000,"Dan Slott
,
 Jim Cheung
,
 Jonathan Hickman
,
 Kurt Busiek
,
 Michael Cho
,
 Neil Gaiman
,
 Varios autores",Panini Comics,977000533900900214,"8,50 €",01/12/2022,Tapa blanda,80,Agotado
EL ASOMBROSO SPIDERMAN 09: EL REGRESO DEL LÁDRON (Marvel Gold Omnibus),"Bill Mantlo
,
 John Byrne
,
 Keith Pollard
,
 Marv Wolfman",Panini Comics,9788411501965,"47,45 €",01/12/2022,Tapa dura,544,Agotado
ULTIMATE SPIDERMAN 08: DUENDE (Ultimate Integral),"Brian Michael Bendis
,
 Mark Bagley",Panini Comics,9788411019668,"36,10 €",24/11/2022,Tapa dura,352,En stock
CMH 111. EL ASOMBROSO SPIDERMAN 08. TRIUNFO Y TRAGEDIA,Varios autores,Panini Comics,9788411018722,"57,00 €",24/11/2022,Tapa dura,744,En stock
OJO DE HALCON DE JIM MCCAAN Y DAVID LOPEZ (Marvel Omnibus),"David López
,
 Jim McCann",Panini Comics,9788411018869,"43,70 €",24/11/2022,Tapa dura,472,En stock
PANTERA NEGRA: TIEMPO TORMENTOSO (Marvel Action),"Jeremy Whitley
,
 Gretel Lusky
,
 Nahuel Ruiz",Panini Comics,9788411501002,"12,30 €",24/11/2022,Tapa dura,72,En stock
NAMOR 03. EL HOMBRE SUBMARINO: ATTUMA TRIUNFANTE (MARVEL LIMITED EDITION),"Gene Colan
,
 John Buscema
,
 Marie Severin
,
 Roy Thomas",Panini Comics,9788418814204,"55,05 €",24/11/2022,Tapa dura,500,En stock
MARVEL MIAU,Nao Fuji,Panini Comics,9788411019880,"12,35 €",24/11/2022,Tapa dura,72,En stock
LOS VENGADORES: SIN RENDICIÓN (Marvel Now! Deluxe),"Al Ewing
,
 Bennett
,
 Mark Waid
,
 Paco Medina
,
 Joe Pepe Larraz",Panini Comics,9788411500586,"41,80 €",24/11/2022,Tapa dura,424,En stock
LOS VENGADORES: ULTRON ILIMITADO (Marvel Must-Have),"George Pérez
,
 Kurt Busiek",Panini Comics,9788411018081,"14,25 €",24/11/2022,Tapa dura,120,En stock
INVASIÓN SECRETA (Marvel Must-Have),"Brian Michael Bendis
,
 Leinil Francis Yu",Panini Comics,9788411500838,"17,10 €",24/11/2022,Tapa dura,240,Agotado
MAESTRO 03,"Germán Peralta
,
 Pasqual Ferry
,
 Peter David",Panini Comics,9788411019651,"14,25 €",17/11/2022,Tapa blanda,128,En stock
LOBEZNO: PARCHE,"Andrea Di Vito
,
 Larry Hama",Panini Comics,9788411018814,"13,30 €",17/11/2022,Tapa blanda,120,En stock
SPIDERWOMAN DE HOPELESS Y RODRÍGUEZ (Marvel Omnibus),"Javier Rodriguez
,
 Robbie Thompson",Panini Comics,9788411015752,"47,50 €",17/11/2022,Tapa dura,696,Agotado
CABALLERO LUNA 02: DEMASIADO DURO PARA MORIR,"Alessandro Cappuccio
,
 Federico Sabbatini
,
 Jed Mackay",Panini Comics,9788411019620,"17,10 €",17/11/2022,Tapa blanda,168,Agotado
CAPITANA MARVEL 03: LOS ÚLTIMOS MARVELS,"Kelly Thompson
,
 Sergio Dávila
,
 Takeshi Miyazawa",Panini Comics,9788411019613,"14,25 €",17/11/2022,Tapa blanda,136,En stock
CONAN EL BÁRBARO 07: LA ETAPA MARVEL ORIGINAL (Marvel Omnibus),"Gary Kwapisz
,
 John Buscema
,
 Michael Fleisher
,
 Val Mayerik
,
 Varios autores",Panini Comics,9788411500623,"47,45 €",17/11/2022,Tapa dura,680,En stock
CAPITANA CARTER: LA MUJER FUERA DEL TIEMPO,"Jamie McKelvie
,
 Marika Cresta",Panini Comics,9788411019637,"13,30 €",17/11/2022,Tapa blanda,120,En stock
VENENO 05: MATANZA ABSOLUTA (Marvel premiere),"Donny Cates
,
 Ryan Stegman",Panini Comics,9788411500647,"16,10 €",17/11/2022,Tapa blanda,200,En stock
JÓVENES VENGADORES 02: MIRANDO AL FUTURO (Marvel Must-Have),Panini Comics,Panini Comics,9788411019705,"17,10 €",17/11/2022,Tapa dura,152,En stock
ANIQUILADORES (ANIQUILACIÓN SAGA 27),"Andy Lanning
,
 Dan Abnett
,
 Tan Eng Huat
,
 Timothy Green II",Panini Comics,9788411500531,"19,00 €",17/11/2022,Tapa dura,192,En stock
EXCALIBUR 01 (MARVEL GOLD),"Alan Davis
,
 Arthur Adams
,
 Chris Claremont
,
 Erik Larsen
,
 Marshall Rogers
,
 Michael Higgins",Panini Comics,9788411500548,"42,70 €",17/11/2022,Tapa dura,464,Agotado
CABALLERO LUNA DE WARREN ELLIS,"Declan Shalvey
,
 Warren Ellis",Panini Comics,9788411500562,"19,00 €",10/11/2022,Tapa dura,136,En stock
MARVEL HÉROES 62: LOS 4 FANTÁSTICOS DE JOHN BYRNE 04,"John Byrne
,
 Varios autores",Panini Comics,9788411501477,"52,25 €",10/11/2022,Tapa dura,664,En stock
MOTORISTA FANTASMA: AUTOPISTA AL INFIERNO (Marvel Must-Have),"Clayton Crain
,
 Garth Ennis",Panini Comics,9788411017381,"17,10 €",10/11/2022,Tapa dura,160,En stock
X-MEN: CÓMO SE HIZO LA SERIE ANIMADA,"Eric Lewald
,
 Julia Lewald",Planeta Cómic,9788411123211,"42,75 €",10/11/2022,Tapa dura,296,En stock
SPIDERMAN 05: SHOCK DEL SISTEMA (Marvel action),"Brandon Easton
,
 Fico Ossio",Panini Comics,9788411500876,"12,30 €",10/11/2022,Tapa dura,72,En stock
LOS VENGADORES DE JONATHAN HICKMAN 07: PECADO ORIGINAL (Marvel Now! Deluxe),"Jonathan Hickman
,
 Kev Walker
,
 Leinil Francis Yu
,
 Valerio Schiti",Panini Comics,9788411501033,"31,35 €",10/11/2022,Tapa dura,296,En stock
THOR DE JASON AARON 04: EL TRUENO EN LAS VENAS (Marvel Now! Deluxe),"Jason Aaron
,
 Rafa Garrés
,
 Russell Dauterman",Panini Comics,9788411500821,"31,35 €",10/11/2022,Tapa dura,296,En stock
DOCTOR EXTRAÑO 04: SEÑOR AGONÍA (Marvel Premiere),"Chris Bachalo
,
 Frazer Irving
,
 Jason Aaron
,
 Kathryn Immonen
,
 Leonardo Romero",Panini Comics,9788411500630,"11,88 €",10/11/2022,Tapa dura,128,En stock
CABALLERO LUNA 04: LA MUERTE DE MARC SPECTOR (Marvel Saga),"Javier Saltares
,
 Laurence Campbell
,
 Mark Texeira
,
 Mike Benson
,
 Mike Deodato Jr.
,
 Peter Milligan",Panini Comics,9788411500555,"22,80 €",10/11/2022,Tapa dura,208,En stock
GRANDES TESOROS MARVEL: DAREDEVIL. BORN AGAIN,"David Mazzucchelli
,
 Frank Miller",Panini Comics,9788411016568,"47,50 €",10/11/2022,Tapa dura,216,Agotado
EL ASOMBROSO SPIDERMAN: LA IDENTIDAD DEL DUENDE,"James C. Owsley
,
 Peter David
,
 Ron Frenz
,
 Tom DeFalco",Panini Comics,9788411501484,"52,25 €",10/11/2022,Tapa dura,680,En stock
SPIDERMAN 60 MARAVILLOSOS AÑOS ANIVERSARIO (ESPECIAL 60 ANIVERSARIO),Ignacio Bentz,Planeta Cómic,9788411400107,"28,50 €",09/11/2022,Tapa dura,,Agotado
EL ASOMBROSO SPIDERMAN 35: LA MUERTE DEL MAÑANA (Marvel Saga 75),"Dan Slott
,
 Emma Rios
,
 Giuseppe Camuncoli
,
 Humberto Ramos",Panini Comics,9788411501491,"21,38 €",03/11/2022,Tapa dura,192,En stock
CLOAKED,"Jordi Armengol
,
 Mike Richardson",NORMA Editorial,9788467959314,"18,95 €",28/10/2022,Tapa dura,112,En stock
YO SOY PANTERA NEGRA,"Chris Claremont
,
 Christopher Priest
,
 Don McGregor
,
 Jack Kirby
,
 John Buscema
,
 John Byrne
,
 Mark Texeira
,
 Reginald Hudlin
,
 Rich Buckler
,
 Roy Thomas
,
 Stan Lee",Panini Comics,9788411018913,"33,25 €",27/10/2022,Tapa dura,320,En stock
MS. MARVEL 04: DAÑO POR SEGUNDO (Marvel omnibus),"Adrian Alphona
,
 G. Willow Wilson
,
 Mirka Andolfo
,
 Nico León
,
 Takeshi Miyazawa",Panini Comics,9788411019712,"31,35 €",27/10/2022,Tapa dura,304,En stock
DIENTES DE SABLE: EL ADVERSARIO,Leonard Kirk,Panini Comics,9788411018050,"14,25 €",27/10/2022,Tapa blanda,136,En stock
UNIVERSO SPIDERMAN. LA SAGA COMPLETA,"Christos Gage
,
 Dan Slott
,
 Giuseppe Camuncoli
,
 Jorge Molina
,
 Olivier Coipel
,
 Sean Ryan",Panini Comics,9788411018876,"76,00 €",27/10/2022,Tapa dura,1392,Agotado
SHURI,"Leonardo Romero
,
 Nnedi Okorafor
,
 Paul Davidson
,
 Rachael Stott
,
 Vita Ayala",Panini Comics,9788411500517,"12,30 €",27/10/2022,Tapa blanda,224,En stock
LOS 4 FANTÁSTICOS 04: LA COSA VS EL INMORTAL HULK (Marvel Premiere),"Dan Slott
,
 Gerry Duggan
,
 Mike Carey
,
 Stefano Caselli",Panini Comics,9788411019736,"11,88 €",27/10/2022,Tapa blanda,120,En stock
THANOS: EL REGRESO (Marvel Must-Have),"Jeff Lemire
,
 Mike Deodato Jr.",Panini Comics,9788411017374,"17,10 €",27/10/2022,Tapa dura,152,En stock
MIRACLEMAN 01: EL SUEÑO DE VOLAR,"Don Lawrence
,
 El Guionista Original
,
 Garry Leach
,
 Steve Dillon",Panini Comics,9788411501019,"22,75 €",20/10/2022,Tapa dura,176,En stock
CONAN EL BÁRBARO 02: LA VIDA Y MUERTE DE CONAN 2ª PARTE (MARVEL PREMIERE),"Jason Aaron
,
 Mahmud Asrar",Panini Comics,9788411019729,"11,88 €",20/10/2022,Tapa blanda,136,En stock
ESTELA PLATEADA: RENACIMIENTO,"Ron Lim
,
 Ron Marz",Panini Comics,9788411017312,"13,30 €",20/10/2022,Tapa blanda,120,En stock
PATRULLA-X: GALA FUEGO INFERNAL 2022,"C.F. Villa
,
 Gerry Duggan
,
 Kris Anka
,
 Matteo Lolli
,
 Russell Dauterman",Panini Comics,977000545800700132,"8,50 €",20/10/2022,Tapa blanda,80,Agotado
PANTERA NEGRA 02 (Marvel gold Omnibus),"Denys Cowan
,
 Don McGregor
,
 Dwayne Turner
,
 Gene Colan
,
 Peter B.Gillis
,
 Ron Lim
,
 Roy Thomas
,
 Walter Simonson",Panini Comics,9788411016483,"47,45 €",20/10/2022,Tapa dura,616,En stock
LOS VENGADORES 09: TRAICIONADA... ¡POR AMIGOS!  (Marvel Gold Omnibus),Varios autores,Panini Comics,9788411019576,"49,40 €",20/10/2022,Tapa dura,588,En stock
WHAT IF: ¿CUÁNTOS MILES SON NECESARIOS PARA...?,"Anthony Piper
,
 Cody Ziglar
,
 Edgar Salazar
,
 Farid Karami
,
 John Ridley
,
 Paco Medina",Panini Comics,9788411500869,"18,05 €",20/10/2022,Tapa dura,120,En stock
HULKA 01: EMPEZAR DE CERO,"Rainbow Rowell
,
 Roge Antonio",Panini Comics,9788411013970,"13,30 €",20/10/2022,Tapa blanda,120,Agotado
CAPITÁN BRITANIA. EL NACIMIENTO DE UNA LEYENDA (MARVEL LIMITED EDITION),"Chris Claremont
,
 Herb Trimpe",Panini Comics,9788418814181,"42,70 €",13/10/2022,Tapa dura,376,En stock
DAREDEVIL DE MARK WAID 05: EL HOMBRE CON MIEDO (Marvel Saga),"Chris Samnee
,
 Mark Waid",Panini Comics,9788411018753,"19,00 €",13/10/2022,Tapa dura,152,En stock
SECRET WAR (Marvel Must-Have),"Brian Michael Bendis
,
 Gabrielle Dell’Otto",Panini Comics,9788411016605,"17,10 €",13/10/2022,Tapa dura,192,Agotado
CAPITAN AMERICA DE JIM STERANKO. GRANDES TESOROS MARVEL.,"Jack Kirby
,
 Stan Lee",Panini Comics,9788411016391,"33,25 €",13/10/2022,Tapa dura,104,En stock
GRANDES TESOROS MARVEL. MITOS,"Paolo Rivera
,
 Paul Jenkins",Panini Comics,9788411016018,"39,90 €",13/10/2022,Tapa dura,160,En stock
PANTERA NEGRA 01: LA LARGA SOMBRA,"John Ridley
,
 Juann Cabal",Panini Comics,9788411018029,"16,15 €",13/10/2022,Tapa dura,144,En stock
SPIDERMAN: ¡NADA PUEDE PARAR AL JUGGERNAUT!,Panini Comics,Panini Comics,9788411018777,"26,60 €",13/10/2022,Tapa dura,248,En stock
CAROL DANVERS: MS. MARVEL 04: REINADO OSCURO,"Adriana Melo
,
 Brian Reed
,
 Giuseppe Camuncoli
,
 Luke Ross
,
 Mark Robinson
,
 Patrick Olliffe
,
 Paulo Siqueira
,
 Rebekah Isaacs
,
 Sana Takeda",Panini Comics,9788411019606,"33,25 €",13/10/2022,Tapa dura,312,En stock
EL ASOMBROSO SPIDERMAN 31: A LO GRANDE (Marvel Saga 67),"Humberto Ramos
,
 Marcos Martín
,
 Stefano Caselli",Panini Comics,9788491676768,"22,80 €",08/10/2022,Tapa dura,272,Agotado
